,GV1 lift,GV1 area,GV2 lift,GV2 area,GV3 lift,GV3 area,GV4 lift,GV4 area,GV5 lift,GV5 area,GV6 lift,GV6 area,GV7 lift,GV7 area,GV8 lift,GV8 area
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7.6923076923076925,3.7582623803012796,7.6923076923076925,10.892306833880971,7.6923076923076925,21.307463677646084,7.6923076923076925,3.239175814445655,7.6923076923076925,1.803496680707825,7.6923076923076925,33.425851654095155,7.6923076923076925,8.88979379503531,7.6923076923076925,0.11691678927972225
2,15.384615384615385,6.438673945105754,15.384615384615385,20.03930066837495,15.384615384615385,22.910970320708266,15.384615384615385,3.676591335243783,15.384615384615385,2.314762894672906,15.384615384615385,33.425851654095155,15.384615384615385,20.023415020915913,15.384615384615385,0.18477093718270826
3,23.076923076923077,11.652608242268057,23.076923076923077,42.15231308879818,23.076923076923077,27.135302764982193,23.076923076923077,6.587744707029579,23.076923076923077,7.9272278516259,23.076923076923077,39.040534449832,23.076923076923077,47.82741023015833,23.076923076923077,20.34019950546628
4,30.76923076923077,59.50640038973723,30.76923076923077,92.2840002128983,30.76923076923077,73.65553727293653,30.76923076923077,26.41503372135763,30.76923076923077,25.441201530005593,30.76923076923077,46.60209155712827,30.76923076923077,95.65162706254338,30.76923076923077,99.89962085881716
5,38.46153846153846,59.50640038973723,38.46153846153846,97.87105228789845,38.46153846153846,74.07272311689252,38.46153846153846,35.2063634247247,38.46153846153846,36.315167127168856,38.46153846153846,48.46281260692764,38.46153846153846,98.36023236355781,38.46153846153846,100.0
6,46.15384615384615,59.50640038973723,46.15384615384615,99.8544427795331,46.15384615384615,94.00898636158777,46.15384615384615,52.016477470513074,46.15384615384615,37.094299990125634,46.15384615384615,82.89711996654084,46.15384615384615,99.58419934276054,46.15384615384615,100.0
7,53.84615384615385,65.09871486847302,53.84615384615385,99.92719485291734,53.84615384615385,94.00898636158777,53.84615384615385,72.23239986260596,53.84615384615385,37.416786926775046,53.84615384615385,86.42521785313178,53.84615384615385,99.58419934276054,53.84615384615385,100.0
8,61.53846153846154,69.38697041866503,61.53846153846154,99.92719485291734,61.53846153846154,94.00898636158777,61.53846153846154,72.23239986260596,61.53846153846154,40.68197144447593,61.53846153846154,86.42521785313178,61.53846153846154,99.58419934276054,61.53846153846154,100.0
9,69.23076923076923,73.95770682297554,69.23076923076923,100.0,69.23076923076923,94.00898636158777,69.23076923076923,72.23239986260596,69.23076923076923,45.35907698425085,69.23076923076923,86.42521785313178,69.23076923076923,99.87646215141987,69.23076923076923,100.0
10,76.92307692307692,78.82953183031508,76.92307692307692,100.0,76.92307692307692,94.00898636158777,76.92307692307692,75.95756023084083,76.92307692307692,46.05264727214719,76.92307692307692,86.42521785313178,76.92307692307692,99.87646215141987,76.92307692307692,100.0
11,84.61538461538461,85.49731879847862,84.61538461538461,100.0,84.61538461538461,95.9650101629229,84.61538461538461,84.4851696656951,84.61538461538461,47.67454576244008,84.61538461538461,90.58793308010678,84.61538461538461,99.93821189973391,84.61538461538461,100.0
12,92.3076923076923,93.81979714052326,92.3076923076923,100.0,92.3076923076923,97.96173265809507,92.3076923076923,94.03226492452782,92.3076923076923,87.43352800896056,92.3076923076923,95.16137847562771,92.3076923076923,100.0,92.3076923076923,100.0
13,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
