,GV1 lift,GV1 area,GV2 lift,GV2 area,GV3 lift,GV3 area,GV4 lift,GV4 area,GV5 lift,GV5 area,GV6 lift,GV6 area,GV7 lift,GV7 area,GV8 lift,GV8 area
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7.6923076923076925,9.021457194063258,7.6923076923076925,9.565012023090862,7.6923076923076925,22.384773516241772,7.6923076923076925,0.04481233976495557,7.6923076923076925,0.6669295003269977,7.6923076923076925,28.366134801119003,7.6923076923076925,7.257275101311124,7.6923076923076925,7.053979542042512e-05
2,15.384615384615385,13.189969537224854,15.384615384615385,13.65371483971258,15.384615384615385,23.354482891784446,15.384615384615385,0.12533804182935276,15.384615384615385,0.8371462189977438,15.384615384615385,28.366134801119003,15.384615384615385,15.50351727887382,15.384615384615385,0.00024017662405349154
3,23.076923076923077,24.827283201282288,23.076923076923077,37.60877245631978,23.076923076923077,24.157046820503947,23.076923076923077,0.9934756746604044,23.076923076923077,3.0968502213989213,23.076923076923077,34.866192620701334,23.076923076923077,47.675664387741044,23.076923076923077,24.017662405349153
4,30.76923076923077,96.95676343749297,30.76923076923077,78.11180030045489,30.76923076923077,72.67259857920301,30.76923076923077,3.3411524250034135,30.76923076923077,15.12282910266996,30.76923076923077,41.02756110572437,30.76923076923077,87.43271154581052,30.76923076923077,99.46392152230932
5,38.46153846153846,97.08814195232414,38.46153846153846,90.86088250317283,38.46153846153846,75.90362624428826,38.46153846153846,14.367684787432006,38.46153846153846,63.2703520152849,38.46153846153846,48.58424193468723,38.46153846153846,95.91902793755725,38.46153846153846,100.0
6,46.15384615384615,97.08814195232414,46.15384615384615,95.70713685471434,46.15384615384615,96.52148632223548,46.15384615384615,53.94964806310703,46.15384615384615,75.27264983567976,46.15384615384615,85.81846753271542,46.15384615384615,98.52973709367072,46.15384615384615,100.0
7,53.84615384615385,97.08814195232414,53.84615384615385,97.10219112816276,53.84615384615385,96.96341028510005,53.84615384615385,73.11655224510041,53.84615384615385,75.555782214316,53.84615384615385,89.0009006719495,53.84615384615385,99.01740767802862,53.84615384615385,100.0
8,61.53846153846154,97.08814195232414,61.53846153846154,98.51757983476469,61.53846153846154,96.96341028510005,61.53846153846154,73.11655224510041,61.53846153846154,80.12055038197026,61.53846153846154,89.11711348820079,61.53846153846154,99.50749103280046,61.53846153846154,100.0
9,69.23076923076923,97.08814195232414,69.23076923076923,99.95359928419025,69.23076923076923,96.96341028510005,69.23076923076923,73.11655224510041,69.23076923076923,86.83444783800388,69.23076923076923,89.23347804919352,69.23076923076923,100.0,69.23076923076923,100.0
10,76.92307692307692,97.08814195232414,76.92307692307692,100.0,76.92307692307692,97.3213652566571,76.92307692307692,76.02827473753847,76.92307692307692,87.17973428808304,76.92307692307692,89.40232469935653,76.92307692307692,100.0,76.92307692307692,100.0
11,84.61538461538461,98.19130419193222,84.61538461538461,100.0,84.61538461538461,97.74182386979683,84.61538461538461,83.3703976602921,84.61538461538461,89.31501165211742,84.61538461538461,89.61836732900541,84.61538461538461,100.0,84.61538461538461,100.0
12,92.3076923076923,100.0,92.3076923076923,100.0,92.3076923076923,97.7824601382653,92.3076923076923,92.12485553875818,92.3076923076923,96.68792313654045,92.3076923076923,93.48337703834518,92.3076923076923,100.0,92.3076923076923,100.0
13,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
