,Governor Demand,Steam Flow
0,-1.0,445.7691333530845
1,0.02020202020202011,459.3324874004092
2,1.0404040404040402,472.8958414477339
3,2.0606060606060606,486.4591954950586
4,3.0808080808080804,500.02254954238333
5,4.1010101010101,513.585903589708
6,5.121212121212121,527.1492576370327
7,6.141414141414141,540.7126116843574
8,7.161616161616161,554.2759657316822
9,8.181818181818182,567.8393197790068
10,9.2020202020202,581.4026738263316
11,10.222222222222221,594.9660278736562
12,11.242424242424242,608.529381920981
13,12.262626262626261,622.0927359683056
14,13.282828282828282,635.6560900156304
15,14.303030303030301,649.2194440629551
16,15.323232323232322,662.7827981102798
17,16.343434343434343,676.3461521576045
18,17.363636363636363,689.9095062049292
19,18.38383838383838,703.4728602522539
20,19.4040404040404,717.0362142995787
21,20.424242424242422,730.5995683469033
22,21.444444444444443,744.162922394228
23,22.464646464646464,757.7262764415527
24,23.484848484848484,771.2896304888775
25,24.5050505050505,784.8529845362021
26,25.525252525252522,798.4163385835268
27,26.545454545454543,811.9796926308516
28,27.565656565656564,825.5430466781763
29,28.585858585858585,839.106400725501
30,29.606060606060602,852.6697547728256
31,30.626262626262623,866.2331088201504
32,31.646464646464644,879.7964628674752
33,32.666666666666664,893.3598169147998
34,33.686868686868685,1900.730161212357
35,34.707070707070706,1954.0949816739117
36,35.72727272727273,2007.4598021354673
37,36.74747474747475,2060.824622597022
38,37.76767676767676,2114.1894430585767
39,38.78787878787878,2167.5542635201314
40,39.8080808080808,2220.919083981687
41,40.82828282828282,2274.2839044432417
42,41.848484848484844,2327.6487249047964
43,42.868686868686865,2381.013545366351
44,43.888888888888886,2434.378365827906
45,44.90909090909091,2487.7431862894614
46,45.92929292929293,2541.108006751016
47,46.94949494949495,2594.4728272125717
48,47.96969696969697,2647.8376476741264
49,48.98989898989898,2701.202468135681
50,50.010101010101,2754.567288597236
51,51.030303030303024,2807.9321090587905
52,52.050505050505045,2861.296929520345
53,53.070707070707066,2914.661749981901
54,54.090909090909086,2968.0265704434555
55,55.11111111111111,3021.391390905011
56,56.13131313131313,3074.756211366566
57,57.15151515151515,3128.1210318281205
58,58.17171717171717,3181.485852289675
59,59.19191919191918,3234.85067275123
60,60.212121212121204,3288.2154932127846
61,61.232323232323225,3341.5803136743402
62,62.252525252525245,3394.945134135895
63,63.272727272727266,3448.3099545974505
64,64.29292929292929,3501.6747750590052
65,65.31313131313131,3555.03959552056
66,66.33333333333333,3607.4153513431747
67,67.35353535353535,3657.7530345764544
68,68.37373737373737,3708.090717809736
69,69.39393939393939,3758.4284010430156
70,70.41414141414141,3808.766084276297
71,71.43434343434343,3859.1037675095768
72,72.45454545454545,3909.4414507428583
73,73.47474747474747,3959.779133976138
74,74.4949494949495,4010.1168172094194
75,75.5151515151515,4060.454500442699
76,76.53535353535352,4110.792183675979
77,77.55555555555554,4161.12986690926
78,78.57575757575756,4211.46755014254
79,79.59595959595958,4261.805233375821
80,80.6161616161616,4312.142916609102
81,81.63636363636363,4362.480599842383
82,82.65656565656565,4412.818283075663
83,83.67676767676767,4463.155966308944
84,84.69696969696969,4513.4936495422235
85,85.71717171717171,4563.831332775505
86,86.73737373737373,4614.169016008785
87,87.75757575757575,4664.506699242066
88,88.77777777777777,4714.844382475346
89,89.79797979797979,4765.182065708627
90,90.81818181818181,4815.519748941907
91,91.83838383838383,4865.8574321751885
92,92.85858585858585,4916.195115408468
93,93.87878787878788,4966.53279864175
94,94.8989898989899,5016.870481875029
95,95.91919191919192,5067.208165108311
96,96.93939393939394,5117.5458483415905
97,97.95959595959594,5167.883531574872
98,98.97979797979797,5218.221214808152
99,100.0,5268.558898041433
