,Governor Demand,Throttle Pressure
0,-1.0,549.8373192307237
1,0.02020202020202011,564.3308808782532
2,1.0404040404040402,578.8244425257827
3,2.0606060606060606,593.3180041733123
4,3.0808080808080804,607.8115658208417
5,4.1010101010101,622.3051274683712
6,5.121212121212121,636.7986891159007
7,6.141414141414141,651.2922507634303
8,7.161616161616161,665.7858124109598
9,8.181818181818182,680.2793740584892
10,9.2020202020202,694.7729357060188
11,10.222222222222221,709.2664973535483
12,11.242424242424242,723.7600590010778
13,12.262626262626261,738.2536206486072
14,13.282828282828282,752.7471822961368
15,14.303030303030301,767.2407439436663
16,15.323232323232322,781.7343055911958
17,16.343434343434343,796.2278672387254
18,17.363636363636363,810.7214288862549
19,18.38383838383838,825.2149905337843
20,19.4040404040404,839.7085521813138
21,20.424242424242422,854.2021138288433
22,21.444444444444443,868.6956754763728
23,22.464646464646464,883.1892371239023
24,23.484848484848484,897.6827987714319
25,24.5050505050505,912.1763604189614
26,25.525252525252522,926.6699220664909
27,26.545454545454543,1961.8311898718603
28,27.565656565656564,3180.0800873674234
29,28.585858585858585,3497.9150315572692
30,29.606060606060602,3497.5770053850615
31,30.626262626262623,3497.238979212854
32,31.646464646464644,3496.900953040646
33,32.666666666666664,3496.5629268684384
34,33.686868686868685,3496.22490069623
35,34.707070707070706,3495.8868745240225
36,35.72727272727273,3495.5488483518147
37,36.74747474747475,3495.210822179607
38,37.76767676767676,3494.8727960073993
39,38.78787878787878,3494.5347698351916
40,39.8080808080808,3494.1967436629834
41,40.82828282828282,3493.8587174907757
42,41.848484848484844,3493.520691318568
43,42.868686868686865,3493.1826651463603
44,43.888888888888886,3492.8446389741525
45,44.90909090909091,3492.5066128019444
46,45.92929292929293,3492.1685866297366
47,46.94949494949495,3491.830560457529
48,47.96969696969697,3491.492534285321
49,48.98989898989898,3491.1545081131135
50,50.010101010101,3490.8164819409058
51,51.030303030303024,3490.478455768698
52,52.050505050505045,3490.14042959649
53,53.070707070707066,3489.802403424282
54,54.090909090909086,3489.4643772520744
55,55.11111111111111,3489.1263510798667
56,56.13131313131313,3488.788324907659
57,57.15151515151515,3488.450298735451
58,58.17171717171717,3488.112272563243
59,59.19191919191918,3487.7742463910354
60,60.212121212121204,3487.4362202188277
61,61.232323232323225,3487.09819404662
62,62.252525252525245,3486.760167874412
63,63.272727272727266,3486.422141702204
64,64.29292929292929,3486.0841155299963
65,65.31313131313131,3485.7460893577886
66,66.33333333333333,3485.408063185581
67,67.35353535353535,3485.070037013373
68,68.37373737373737,3484.7320108411654
69,69.39393939393939,3484.3939846689573
70,70.41414141414141,3484.0559584967496
71,71.43434343434343,3483.717932324542
72,72.45454545454545,3483.379906152334
73,73.47474747474747,3483.0418799801264
74,74.4949494949495,3482.7038538079187
75,75.5151515151515,3482.3658276357105
76,76.53535353535352,3482.027801463503
77,77.55555555555554,3481.689775291295
78,78.57575757575756,3481.3517491190873
79,79.59595959595958,3481.0137229468796
80,80.6161616161616,3480.675696774672
81,81.63636363636363,3480.3376706024637
82,82.65656565656565,3479.999644430256
83,83.67676767676767,3479.6616182580483
84,84.69696969696969,3479.3235920858406
85,85.71717171717171,3478.985565913633
86,86.73737373737373,3478.647539741425
87,87.75757575757575,3478.309513569217
88,88.77777777777777,3477.9714873970092
89,89.79797979797979,3477.6334612248015
90,90.81818181818181,3477.295435052594
91,91.83838383838383,3476.957408880386
92,92.85858585858585,3476.6193827081784
93,93.87878787878788,3476.28135653597
94,94.8989898989899,3475.9433303637625
95,95.91919191919192,3475.6053041915548
96,96.93939393939394,3475.267278019347
97,97.95959595959594,3474.9292518471393
98,98.97979797979797,3474.5912256749316
99,100.0,3474.2531995027234
